user_id,club_id,rating,interaction_type
3,101,4,joined
3,102,4,joined
3,103,4,joined
3,104,4,joined
3,106,4,joined
3,107,4,joined
3,108,4,joined
3,109,4,joined
3,110,4,joined
3,111,4,joined
3,113,4,joined
3,115,4,joined
3,116,4,joined
3,118,4,joined
3,119,4,joined
3,120,4,joined
3,123,4,joined
3,124,4,joined
3,126,4,joined
3,127,4,joined
3,128,4,joined
3,129,4,joined
3,130,4,joined
3,131,4,joined
3,132,4,joined
3,135,4,joined
3,136,4,joined
3,138,4,joined
3,139,4,joined
3,140,4,joined
3,141,4,joined
3,142,4,joined
3,143,4,joined
3,144,4,joined
3,146,4,joined
3,147,4,joined
3,148,4,joined
3,150,4,joined
3,151,4,joined
3,152,4,joined
3,156,4,joined
3,157,4,joined
3,159,4,joined
3,164,4,joined
3,165,4,joined
3,168,4,joined
3,170,4,joined
3,173,4,joined
3,175,4,joined
3,179,4,joined
3,180,4,joined
3,181,4,joined
3,183,4,joined
3,184,4,joined
3,185,4,joined
3,186,4,joined
3,188,4,joined
3,189,4,joined
3,193,4,joined
3,194,4,joined
3,196,4,joined
3,197,4,joined
3,200,4,joined
3,987,4,joined
3,994,4,joined
3,998,4,joined
3,1000,4,joined
3,1002,4,joined
3,1003,4,joined
3,1017,4,joined
3,1018,4,joined
3,1019,4,joined
3,1020,4,joined
3,1021,4,joined
3,1022,4,joined
3,1029,4,joined
3,1031,4,joined
3,1033,4,joined
3,1034,4,joined
3,1047,4,joined
3,1050,4,joined
3,1055,4,joined
3,1056,4,joined
3,1058,4,joined
3,1060,4,joined
3,1064,4,joined
3,1072,4,joined
3,1076,4,joined
3,1081,4,joined
3,1088,4,joined
3,1089,4,joined
3,1090,4,joined
3,1100,4,joined
3,1102,4,joined
3,1104,4,joined
3,1106,4,joined
3,1108,4,joined
3,1116,4,joined
3,1120,4,joined
3,1128,4,joined
3,1131,4,joined
3,1136,4,joined
3,1141,4,joined
3,1145,4,joined
3,1156,4,joined
3,1161,4,joined
3,1162,4,joined
3,1166,4,joined
3,1176,4,joined
3,1180,4,joined
3,1181,4,joined
3,1184,4,joined
3,1186,4,joined
3,1191,4,joined
4,6,5,founded
4,16,5,founded
4,60,5,founded
4,1,4,joined
4,2,4,joined
4,3,4,joined
4,4,4,joined
4,5,4,joined
4,7,4,joined
4,8,4,joined
4,9,4,joined
4,10,4,joined
4,11,4,joined
4,12,4,joined
4,13,4,joined
4,14,4,joined
4,15,4,joined
4,27,4,joined
4,28,4,joined
4,30,4,joined
4,31,4,joined
4,34,4,joined
4,35,4,joined
4,38,4,joined
4,39,4,joined
4,40,4,joined
4,41,4,joined
4,42,4,joined
4,44,4,joined
4,45,4,joined
4,46,4,joined
4,47,4,joined
4,50,4,joined
4,51,4,joined
4,52,4,joined
4,53,4,joined
4,55,4,joined
4,56,4,joined
4,57,4,joined
4,58,4,joined
4,59,4,joined
4,61,4,joined
4,62,4,joined
4,63,4,joined
4,64,4,joined
4,65,4,joined
4,66,4,joined
4,68,4,joined
4,69,4,joined
4,70,4,joined
4,71,4,joined
4,72,4,joined
4,73,4,joined
4,74,4,joined
4,76,4,joined
4,78,4,joined
4,79,4,joined
4,80,4,joined
4,81,4,joined
4,82,4,joined
4,84,4,joined
4,85,4,joined
4,86,4,joined
4,87,4,joined
4,88,4,joined
4,90,4,joined
4,92,4,joined
4,93,4,joined
4,94,4,joined
4,95,4,joined
4,98,4,joined
4,99,4,joined
4,100,4,joined
4,105,4,joined
4,106,4,joined
4,108,4,joined
4,109,4,joined
4,110,4,joined
4,113,4,joined
4,114,4,joined
4,116,4,joined
4,117,4,joined
4,118,4,joined
4,119,4,joined
4,120,4,joined
4,121,4,joined
4,123,4,joined
4,124,4,joined
4,125,4,joined
4,126,4,joined
4,127,4,joined
4,130,4,joined
4,131,4,joined
4,132,4,joined
4,134,4,joined
4,136,4,joined
4,137,4,joined
4,138,4,joined
4,140,4,joined
4,141,4,joined
4,142,4,joined
4,145,4,joined
4,146,4,joined
4,147,4,joined
4,148,4,joined
4,151,4,joined
4,152,4,joined
4,156,4,joined
4,158,4,joined
4,162,4,joined
4,164,4,joined
4,165,4,joined
4,167,4,joined
4,170,4,joined
4,171,4,joined
4,173,4,joined
4,174,4,joined
4,175,4,joined
4,176,4,joined
4,178,4,joined
4,179,4,joined
4,180,4,joined
4,181,4,joined
4,182,4,joined
4,185,4,joined
4,187,4,joined
4,192,4,joined
4,197,4,joined
4,994,4,joined
4,1001,4,joined
4,1017,4,joined
4,1018,4,joined
4,1019,4,joined
4,1023,4,joined
4,1029,4,joined
4,1039,4,joined
4,1046,4,joined
4,1058,4,joined
4,1076,4,joined
4,1080,4,joined
4,1081,4,joined
4,1087,4,joined
4,1089,4,joined
4,1091,4,joined
4,1092,4,joined
4,1098,4,joined
4,1100,4,joined
4,1109,4,joined
4,1114,4,joined
4,1115,4,joined
4,1124,4,joined
4,1126,4,joined
4,1131,4,joined
4,1134,4,joined
4,1136,4,joined
4,1139,4,joined
4,1141,4,joined
4,1142,4,joined
4,1145,4,joined
4,1154,4,joined
4,1170,4,joined
4,1173,4,joined
4,1176,4,joined
4,1178,4,joined
4,1189,4,joined
4,1198,4,joined
5,7,5,founded
5,61,5,founded
5,1214,5,founded
5,1,4,joined
5,2,4,joined
5,3,4,joined
5,4,4,joined
5,5,4,joined
5,6,4,joined
5,8,4,joined
5,9,4,joined
5,10,4,joined
5,11,4,joined
5,12,4,joined
5,13,4,joined
5,14,4,joined
5,15,4,joined
5,16,4,joined
5,27,4,joined
5,28,4,joined
5,29,4,joined
5,30,4,joined
5,31,4,joined
5,32,4,joined
5,33,4,joined
5,34,4,joined
5,35,4,joined
5,36,4,joined
5,37,4,joined
5,38,4,joined
5,39,4,joined
5,42,4,joined
5,43,4,joined
5,44,4,joined
5,45,4,joined
5,46,4,joined
5,50,4,joined
5,51,4,joined
5,52,4,joined
5,53,4,joined
5,55,4,joined
5,56,4,joined
5,57,4,joined
5,58,4,joined
5,59,4,joined
5,60,4,joined
5,62,4,joined
5,63,4,joined
5,64,4,joined
5,66,4,joined
5,67,4,joined
5,68,4,joined
5,69,4,joined
5,71,4,joined
5,72,4,joined
5,73,4,joined
5,74,4,joined
5,75,4,joined
5,76,4,joined
5,78,4,joined
5,80,4,joined
5,81,4,joined
5,82,4,joined
5,84,4,joined
5,85,4,joined
5,86,4,joined
5,88,4,joined
5,89,4,joined
5,91,4,joined
5,92,4,joined
5,94,4,joined
5,95,4,joined
5,96,4,joined
5,97,4,joined
5,98,4,joined
5,99,4,joined
5,100,4,joined
5,102,4,joined
5,103,4,joined
5,104,4,joined
5,105,4,joined
5,106,4,joined
5,107,4,joined
5,109,4,joined
5,110,4,joined
5,111,4,joined
5,112,4,joined
5,114,4,joined
5,115,4,joined
5,116,4,joined
5,120,4,joined
5,121,4,joined
5,122,4,joined
5,123,4,joined
5,124,4,joined
5,125,4,joined
5,126,4,joined
5,127,4,joined
5,129,4,joined
5,130,4,joined
5,134,4,joined
5,136,4,joined
5,137,4,joined
5,138,4,joined
5,139,4,joined
5,141,4,joined
5,142,4,joined
5,143,4,joined
5,144,4,joined
5,145,4,joined
5,146,4,joined
5,147,4,joined
5,148,4,joined
5,151,4,joined
5,152,4,joined
5,156,4,joined
5,159,4,joined
5,164,4,joined
5,166,4,joined
5,167,4,joined
5,171,4,joined
5,172,4,joined
5,173,4,joined
5,174,4,joined
5,178,4,joined
5,179,4,joined
5,181,4,joined
5,182,4,joined
5,183,4,joined
5,185,4,joined
5,186,4,joined
5,187,4,joined
5,188,4,joined
5,192,4,joined
5,193,4,joined
5,195,4,joined
5,197,4,joined
5,198,4,joined
5,200,4,joined
5,994,4,joined
5,997,4,joined
5,1010,4,joined
5,1018,4,joined
5,1021,4,joined
5,1023,4,joined
5,1024,4,joined
5,1029,4,joined
5,1030,4,joined
5,1034,4,joined
5,1039,4,joined
5,1045,4,joined
5,1065,4,joined
5,1072,4,joined
5,1074,4,joined
5,1075,4,joined
5,1080,4,joined
5,1090,4,joined
5,1097,4,joined
5,1101,4,joined
5,1102,4,joined
5,1108,4,joined
5,1111,4,joined
5,1115,4,joined
5,1117,4,joined
5,1122,4,joined
5,1125,4,joined
5,1126,4,joined
5,1136,4,joined
5,1139,4,joined
5,1141,4,joined
5,1147,4,joined
5,1161,4,joined
5,1167,4,joined
5,1172,4,joined
6,8,5,founded
6,62,5,founded
6,1,4,joined
6,2,4,joined
6,3,4,joined
6,4,4,joined
6,6,4,joined
6,7,4,joined
6,9,4,joined
6,10,4,joined
6,11,4,joined
6,12,4,joined
6,13,4,joined
6,14,4,joined
6,15,4,joined
6,16,4,joined
6,27,4,joined
6,28,4,joined
6,29,4,joined
6,30,4,joined
6,31,4,joined
6,32,4,joined
6,33,4,joined
6,34,4,joined
6,35,4,joined
6,36,4,joined
6,37,4,joined
6,38,4,joined
6,39,4,joined
6,41,4,joined
6,42,4,joined
6,43,4,joined
6,44,4,joined
6,45,4,joined
6,46,4,joined
6,47,4,joined
6,48,4,joined
6,51,4,joined
6,53,4,joined
6,54,4,joined
6,55,4,joined
6,56,4,joined
6,57,4,joined
6,59,4,joined
6,60,4,joined
6,61,4,joined
6,63,4,joined
6,64,4,joined
6,65,4,joined
6,66,4,joined
6,67,4,joined
6,69,4,joined
6,70,4,joined
6,71,4,joined
6,72,4,joined
6,73,4,joined
6,74,4,joined
6,76,4,joined
6,78,4,joined
6,79,4,joined
6,80,4,joined
6,81,4,joined
6,82,4,joined
6,83,4,joined
6,84,4,joined
6,85,4,joined
6,86,4,joined
6,87,4,joined
6,89,4,joined
6,90,4,joined
6,91,4,joined
6,92,4,joined
6,95,4,joined
6,96,4,joined
6,97,4,joined
6,98,4,joined
6,100,4,joined
6,101,4,joined
6,102,4,joined
6,103,4,joined
6,104,4,joined
6,105,4,joined
6,106,4,joined
6,109,4,joined
6,110,4,joined
6,111,4,joined
6,112,4,joined
6,116,4,joined
6,117,4,joined
6,118,4,joined
6,119,4,joined
6,121,4,joined
6,123,4,joined
6,124,4,joined
6,126,4,joined
6,127,4,joined
6,129,4,joined
6,130,4,joined
6,131,4,joined
6,132,4,joined
6,133,4,joined
6,136,4,joined
6,137,4,joined
6,138,4,joined
6,139,4,joined
6,140,4,joined
6,141,4,joined
6,145,4,joined
6,147,4,joined
6,148,4,joined
6,149,4,joined
6,150,4,joined
6,153,4,joined
6,154,4,joined
6,156,4,joined
6,157,4,joined
6,158,4,joined
6,159,4,joined
6,162,4,joined
6,163,4,joined
6,165,4,joined
6,171,4,joined
6,173,4,joined
6,174,4,joined
6,178,4,joined
6,180,4,joined
6,183,4,joined
6,184,4,joined
6,187,4,joined
6,192,4,joined
6,195,4,joined
6,196,4,joined
6,198,4,joined
6,199,4,joined
6,987,4,joined
6,994,4,joined
6,1002,4,joined
6,1013,4,joined
6,1019,4,joined
6,1023,4,joined
6,1027,4,joined
6,1030,4,joined
6,1032,4,joined
6,1034,4,joined
6,1039,4,joined
6,1049,4,joined
6,1058,4,joined
6,1076,4,joined
6,1087,4,joined
6,1089,4,joined
6,1097,4,joined
6,1098,4,joined
6,1102,4,joined
6,1103,4,joined
6,1114,4,joined
6,1123,4,joined
6,1125,4,joined
6,1140,4,joined
6,1149,4,joined
6,1152,4,joined
6,1160,4,joined
6,1175,4,joined
6,1180,4,joined
6,1183,4,joined
6,1186,4,joined
6,1192,4,joined
6,1198,4,joined
7,9,5,founded
7,63,5,founded
7,1060,5,founded
7,1,4,joined
7,2,4,joined
7,3,4,joined
7,4,4,joined
7,5,4,joined
7,6,4,joined
7,7,4,joined
7,8,4,joined
7,10,4,joined
7,11,4,joined
7,12,4,joined
7,13,4,joined
7,14,4,joined
7,15,4,joined
7,16,4,joined
7,27,4,joined
7,28,4,joined
7,29,4,joined
7,30,4,joined
7,31,4,joined
7,32,4,joined
7,33,4,joined
7,34,4,joined
7,35,4,joined
7,36,4,joined
7,37,4,joined
7,38,4,joined
7,39,4,joined
7,40,4,joined
7,41,4,joined
7,42,4,joined
7,43,4,joined
7,45,4,joined
7,46,4,joined
7,48,4,joined
7,49,4,joined
7,50,4,joined
7,51,4,joined
7,52,4,joined
7,54,4,joined
7,56,4,joined
7,57,4,joined
7,58,4,joined
7,59,4,joined
7,60,4,joined
7,61,4,joined
7,62,4,joined
7,64,4,joined
7,65,4,joined
7,66,4,joined
7,67,4,joined
7,68,4,joined
7,69,4,joined
7,70,4,joined
7,72,4,joined
7,73,4,joined
7,74,4,joined
7,75,4,joined
7,76,4,joined
7,77,4,joined
7,79,4,joined
7,80,4,joined
7,81,4,joined
7,83,4,joined
7,86,4,joined
7,87,4,joined
7,88,4,joined
7,89,4,joined
7,90,4,joined
7,91,4,joined
7,92,4,joined
7,93,4,joined
7,95,4,joined
7,97,4,joined
7,100,4,joined
7,101,4,joined
7,102,4,joined
7,104,4,joined
7,108,4,joined
7,109,4,joined
7,110,4,joined
7,111,4,joined
7,112,4,joined
7,113,4,joined
7,114,4,joined
7,115,4,joined
7,116,4,joined
7,117,4,joined
7,118,4,joined
7,120,4,joined
7,121,4,joined
7,123,4,joined
7,124,4,joined
7,125,4,joined
7,127,4,joined
7,128,4,joined
7,132,4,joined
7,134,4,joined
7,136,4,joined
7,140,4,joined
7,142,4,joined
7,143,4,joined
7,147,4,joined
7,148,4,joined
7,150,4,joined
7,158,4,joined
7,159,4,joined
7,160,4,joined
7,162,4,joined
7,165,4,joined
7,166,4,joined
7,167,4,joined
7,168,4,joined
7,170,4,joined
7,172,4,joined
7,174,4,joined
7,175,4,joined
7,176,4,joined
7,177,4,joined
7,178,4,joined
7,179,4,joined
7,180,4,joined
7,181,4,joined
7,182,4,joined
7,184,4,joined
7,185,4,joined
7,186,4,joined
7,187,4,joined
7,189,4,joined
7,190,4,joined
7,191,4,joined
7,193,4,joined
7,194,4,joined
7,198,4,joined
7,199,4,joined
7,987,4,joined
7,994,4,joined
7,998,4,joined
7,1021,4,joined
7,1022,4,joined
7,1025,4,joined
7,1035,4,joined
7,1040,4,joined
7,1045,4,joined
7,1055,4,joined
7,1064,4,joined
7,1080,4,joined
7,1091,4,joined
7,1092,4,joined
7,1094,4,joined
7,1106,4,joined
7,1111,4,joined
7,1112,4,joined
7,1117,4,joined
7,1122,4,joined
7,1125,4,joined
7,1130,4,joined
7,1138,4,joined
7,1139,4,joined
7,1140,4,joined
7,1142,4,joined
7,1147,4,joined
7,1149,4,joined
7,1152,4,joined
7,1154,4,joined
7,1160,4,joined
7,1165,4,joined
7,1166,4,joined
7,1167,4,joined
7,1175,4,joined
7,1187,4,joined
7,1190,4,joined
8,10,5,founded
8,64,5,founded
8,1,4,joined
8,2,4,joined
8,3,4,joined
8,4,4,joined
8,6,4,joined
8,7,4,joined
8,8,4,joined
8,9,4,joined
8,11,4,joined
8,12,4,joined
8,13,4,joined
8,14,4,joined
8,15,4,joined
8,16,4,joined
8,27,4,joined
8,28,4,joined
8,29,4,joined
8,30,4,joined
8,31,4,joined
8,32,4,joined
8,33,4,joined
8,35,4,joined
8,36,4,joined
8,37,4,joined
8,38,4,joined
8,39,4,joined
8,41,4,joined
8,43,4,joined
8,44,4,joined
8,46,4,joined
8,47,4,joined
8,48,4,joined
8,49,4,joined
8,51,4,joined
8,52,4,joined
8,53,4,joined
8,54,4,joined
8,55,4,joined
8,56,4,joined
8,57,4,joined
8,58,4,joined
8,59,4,joined
8,60,4,joined
8,61,4,joined
8,62,4,joined
8,63,4,joined
8,65,4,joined
8,66,4,joined
8,67,4,joined
8,68,4,joined
8,69,4,joined
8,70,4,joined
8,71,4,joined
8,72,4,joined
8,73,4,joined
8,74,4,joined
8,76,4,joined
8,77,4,joined
8,78,4,joined
8,80,4,joined
8,82,4,joined
8,83,4,joined
8,84,4,joined
8,85,4,joined
8,86,4,joined
8,87,4,joined
8,88,4,joined
8,89,4,joined
8,90,4,joined
8,91,4,joined
8,95,4,joined
8,96,4,joined
8,97,4,joined
8,98,4,joined
8,100,4,joined
8,101,4,joined
8,102,4,joined
8,103,4,joined
8,104,4,joined
8,105,4,joined
8,106,4,joined
8,109,4,joined
8,110,4,joined
8,112,4,joined
8,113,4,joined
8,115,4,joined
8,118,4,joined
8,119,4,joined
8,122,4,joined
8,123,4,joined
8,124,4,joined
8,125,4,joined
8,126,4,joined
8,127,4,joined
8,128,4,joined
8,129,4,joined
8,131,4,joined
8,134,4,joined
8,135,4,joined
8,136,4,joined
8,137,4,joined
8,138,4,joined
8,139,4,joined
8,142,4,joined
8,144,4,joined
8,145,4,joined
8,147,4,joined
8,148,4,joined
8,149,4,joined
8,150,4,joined
8,152,4,joined
8,153,4,joined
8,155,4,joined
8,157,4,joined
8,159,4,joined
8,160,4,joined
8,161,4,joined
8,163,4,joined
8,164,4,joined
8,166,4,joined
8,167,4,joined
8,169,4,joined
8,170,4,joined
8,171,4,joined
8,173,4,joined
8,174,4,joined
8,175,4,joined
8,177,4,joined
8,178,4,joined
8,179,4,joined
8,180,4,joined
8,182,4,joined
8,185,4,joined
8,186,4,joined
8,191,4,joined
8,193,4,joined
8,196,4,joined
8,198,4,joined
8,200,4,joined
8,1000,4,joined
8,1003,4,joined
8,1010,4,joined
8,1018,4,joined
8,1021,4,joined
8,1022,4,joined
8,1029,4,joined
8,1035,4,joined
8,1053,4,joined
8,1055,4,joined
8,1064,4,joined
8,1072,4,joined
8,1090,4,joined
8,1105,4,joined
8,1110,4,joined
8,1111,4,joined
8,1117,4,joined
8,1120,4,joined
8,1128,4,joined
8,1131,4,joined
8,1138,4,joined
8,1143,4,joined
8,1149,4,joined
8,1153,4,joined
8,1160,4,joined
8,1161,4,joined
8,1164,4,joined
8,1166,4,joined
8,1167,4,joined
8,1175,4,joined
8,1189,4,joined
8,1190,4,joined
8,1191,4,joined
8,1192,4,joined
9,11,5,founded
9,65,5,founded
9,2,4,joined
9,4,4,joined
9,5,4,joined
9,6,4,joined
9,7,4,joined
9,8,4,joined
9,9,4,joined
9,10,4,joined
9,12,4,joined
9,13,4,joined
9,14,4,joined
9,15,4,joined
9,16,4,joined
9,27,4,joined
9,28,4,joined
9,29,4,joined
9,30,4,joined
9,31,4,joined
9,32,4,joined
9,33,4,joined
9,34,4,joined
9,35,4,joined
9,36,4,joined
9,37,4,joined
9,38,4,joined
9,39,4,joined
9,40,4,joined
9,41,4,joined
9,42,4,joined
9,43,4,joined
9,44,4,joined
9,45,4,joined
9,47,4,joined
9,48,4,joined
9,49,4,joined
9,50,4,joined
9,51,4,joined
9,52,4,joined
9,53,4,joined
9,54,4,joined
9,55,4,joined
9,56,4,joined
9,57,4,joined
9,58,4,joined
9,60,4,joined
9,61,4,joined
9,62,4,joined
9,63,4,joined
9,64,4,joined
9,66,4,joined
9,67,4,joined
9,68,4,joined
9,69,4,joined
9,70,4,joined
9,71,4,joined
9,73,4,joined
9,74,4,joined
9,75,4,joined
9,76,4,joined
9,77,4,joined
9,78,4,joined
9,79,4,joined
9,80,4,joined
9,81,4,joined
9,84,4,joined
9,85,4,joined
9,86,4,joined
9,87,4,joined
9,88,4,joined
9,91,4,joined
9,92,4,joined
9,93,4,joined
9,94,4,joined
9,95,4,joined
9,97,4,joined
9,98,4,joined
9,99,4,joined
9,100,4,joined
9,101,4,joined
9,102,4,joined
9,103,4,joined
9,104,4,joined
9,105,4,joined
9,106,4,joined
9,107,4,joined
9,109,4,joined
9,110,4,joined
9,112,4,joined
9,113,4,joined
9,114,4,joined
9,115,4,joined
9,118,4,joined
9,119,4,joined
9,120,4,joined
9,123,4,joined
9,125,4,joined
9,126,4,joined
9,127,4,joined
9,128,4,joined
9,131,4,joined
9,132,4,joined
9,133,4,joined
9,135,4,joined
9,138,4,joined
9,140,4,joined
9,142,4,joined
9,143,4,joined
9,144,4,joined
9,148,4,joined
9,150,4,joined
9,153,4,joined
9,155,4,joined
9,157,4,joined
